molecule_chembl_id,pchembl_value,relation,type,units,value
CHEMBL640,6.00,=,Ki,M,0.000001
CHEMBL163362,5.44,=,IC50,nM,3660.0
CHEMBL165726,6.30,=,IC50,nM,500.0
CHEMBL325338,,,Inhibition,,
CHEMBL325338,,,Ratio,,
CHEMBL325338,,,Ratio,,
CHEMBL341658,8.68,=,IC50,nM,2.11
CHEMBL208599,9.12,=,IC50,nM,0.75
CHEMBL659,7.00,=,IC50,nM,100.0
CHEMBL341658,6.97,=,IC50,nM,106.0
CHEMBL539072,6.36,=,IC50,nM,436.0
CHEMBL539072,,=,Ratio,,1.17
CHEMBL349977,5.82,=,IC50,nM,1500.0
CHEMBL95,7.52,=,IC50,nM,30.0
CHEMBL357207,8.86,=,IC50,nM,1.39
CHEMBL1677,6.69,=,IC50,nM,205.0
CHEMBL1677,,=,Ratio,,0.63
CHEMBL166194,5.90,=,IC50,nM,1260.0
CHEMBL541344,7.29,=,IC50,nM,51.6
CHEMBL541344,,=,Ratio,,1.26
CHEMBL165292,,>,IC50,nM,100000.0
CHEMBL162734,5.04,=,IC50,nM,9200.0
CHEMBL140476,9.11,=,IC50,nM,0.78
CHEMBL142491,7.53,=,IC50,nM,29.5
CHEMBL142816,6.37,=,IC50,nM,425.0
CHEMBL143290,8.66,=,IC50,nM,2.2
CHEMBL161880,5.77,=,IC50,nM,1700.0
CHEMBL95,6.69,=,IC50,nM,205.0
CHEMBL539051,7.42,=,IC50,nM,37.8
CHEMBL539051,,=,Ratio,,1.02
CHEMBL208599,7.64,=,IC50,nM,23.1
CHEMBL109870,,,Inhibition,,
CHEMBL109870,,,Ratio,,
CHEMBL109870,,,Ratio,,
CHEMBL355821,5.43,=,IC50,nM,3720.0
CHEMBL109869,7.45,=,IC50,nM,35.4
CHEMBL433041,6.90,=,IC50,nM,125.0
CHEMBL143094,8.30,=,IC50,nM,4.96
CHEMBL208599,9.49,=,IC50,nM,0.32
CHEMBL1255901,6.58,=,IC50,nM,260.0
CHEMBL4524111,8.34,=,IC50,nM,4.58
CHEMBL322106,,,Inhibition,,
CHEMBL322106,,,Ratio,,
CHEMBL322106,,,Ratio,,
CHEMBL542497,7.11,=,IC50,nM,76.9
CHEMBL542497,,=,Ratio,,2.14
CHEMBL1255901,6.58,=,IC50,nM,260.0
CHEMBL1255901,,=,Ratio,,0.28
CHEMBL445130,6.80,=,IC50,nM,158.0
CHEMBL166359,4.87,=,IC50,nM,13510.0
CHEMBL350496,,>,IC50,nM,100000.0
CHEMBL139819,7.93,=,IC50,nM,11.7
CHEMBL322281,,,Inhibition,,
CHEMBL322281,,,Ratio,,
CHEMBL335355,8.75,=,IC50,nM,1.76
CHEMBL341658,8.42,=,IC50,nM,3.79
CHEMBL289890,,=,IC50,uM,290.0
CHEMBL140476,9.49,=,IC50,nM,0.32
CHEMBL322343,,,Inhibition,,
CHEMBL322343,,,Ratio,,
CHEMBL322343,,,Ratio,,
CHEMBL1255901,6.82,=,IC50,nM,150.0
CHEMBL165304,5.42,=,IC50,nM,3760.0
CHEMBL140476,6.91,=,IC50,nM,123.0
CHEMBL557181,7.52,=,IC50,nM,30.0
CHEMBL87623,6.05,=,EC50,uM,0.89
CHEMBL87014,7.66,=,IC50,uM,0.022
CHEMBL87014,6.37,=,EC50,uM,0.43
CHEMBL107254,6.17,=,IC50,uM,0.68
CHEMBL87955,5.73,=,EC50,uM,1.88
CHEMBL87632,7.00,=,EC50,uM,0.1
CHEMBL313231,6.62,=,IC50,uM,0.24
CHEMBL313231,5.77,=,EC50,uM,1.7
CHEMBL537908,7.48,=,IC50,nM,33.0
CHEMBL502,8.10,=,IC50,nM,8.0
CHEMBL106418,5.92,=,IC50,uM,1.2
CHEMBL106932,6.36,=,IC50,uM,0.44
CHEMBL87883,5.84,=,EC50,uM,1.44
CHEMBL94,7.37,=,IC50,uM,0.043
CHEMBL421601,5.68,=,IC50,uM,2.1
CHEMBL104355,6.19,=,IC50,uM,0.65
CHEMBL313778,5.57,=,EC50,uM,2.7
CHEMBL87823,7.30,=,IC50,uM,0.05
CHEMBL87823,6.28,=,EC50,uM,0.53
CHEMBL107673,6.51,=,IC50,uM,0.31
CHEMBL87344,7.77,=,IC50,uM,0.017
CHEMBL87344,7.05,=,EC50,uM,0.09
CHEMBL86835,7.18,=,IC50,uM,0.066
CHEMBL86835,,,EC50,uM,
CHEMBL75121,7.66,=,Ki,nM,21.7
CHEMBL75121,7.35,=,IC50,nM,44.5
CHEMBL104681,6.92,=,IC50,uM,0.12
CHEMBL107892,7.08,=,IC50,uM,0.083
CHEMBL313234,4.36,=,EC50,uM,43.5
CHEMBL502,7.69,=,Ki,nM,20.5
CHEMBL502,7.64,=,IC50,nM,23.1
CHEMBL432376,6.92,=,IC50,uM,0.12
CHEMBL432376,5.80,=,EC50,uM,1.6
CHEMBL321605,7.12,=,IC50,uM,0.076
CHEMBL502,7.75,=,IC50,uM,0.018
CHEMBL502,7.37,=,EC50,uM,0.043
CHEMBL106782,6.58,=,IC50,uM,0.26
CHEMBL104334,6.19,=,IC50,uM,0.65
CHEMBL86863,7.92,=,EC50,uM,0.012
CHEMBL94,7.72,=,IC50,nM,18.9
CHEMBL320291,6.80,=,IC50,uM,0.16
CHEMBL659,,~,IC50,uM,0.5
CHEMBL659,5.96,=,EC50,uM,1.1
CHEMBL315385,,<,IC50,uM,0.5
CHEMBL315385,6.48,=,EC50,uM,0.331
CHEMBL542543,8.17,=,IC50,nM,6.8
CHEMBL85404,,~,IC50,uM,0.5
CHEMBL85404,6.20,=,EC50,uM,0.63
CHEMBL106082,6.20,=,IC50,uM,0.63
CHEMBL245079,7.52,=,IC50,uM,0.03
CHEMBL245079,7.72,=,EC50,uM,0.019
CHEMBL555075,8.37,=,IC50,nM,4.3
CHEMBL106348,6.28,=,IC50,uM,0.52
CHEMBL552832,6.52,=,IC50,nM,305.0
CHEMBL318517,6.43,=,IC50,uM,0.37
CHEMBL321808,6.33,=,IC50,uM,0.47
CHEMBL106936,6.16,=,IC50,uM,0.69
CHEMBL327135,6.57,=,IC50,uM,0.27
CHEMBL75013,,<,IC50,uM,0.5
CHEMBL75013,5.94,=,EC50,uM,1.14
CHEMBL314989,7.60,=,IC50,uM,0.025
CHEMBL314989,7.00,=,EC50,uM,0.1
CHEMBL95,6.75,=,IC50,uM,0.18
CHEMBL106344,5.89,=,IC50,uM,1.3
CHEMBL542297,7.92,=,IC50,nM,12.0
CHEMBL87273,8.10,=,IC50,uM,0.008
CHEMBL87273,7.72,=,EC50,uM,0.019
CHEMBL86031,7.00,=,IC50,uM,0.1
CHEMBL86031,,>,EC50,uM,3.0
CHEMBL95,6.57,=,IC50,nM,267.0
CHEMBL316973,6.70,=,IC50,uM,0.2
CHEMBL313582,6.86,=,IC50,uM,0.139
CHEMBL313582,,,EC50,uM,
CHEMBL108163,6.19,=,IC50,uM,0.64
CHEMBL611808,,>,IC50,uM,100.0
CHEMBL611808,,>,EC50,uM,10.0
CHEMBL148882,7.52,=,IC50,uM,0.03
CHEMBL544636,4.33,=,IC50,uM,47.0
CHEMBL544637,5.97,=,IC50,uM,1.07
CHEMBL1788257,,,IC50,,
CHEMBL151369,4.68,=,IC50,uM,20.7
CHEMBL148529,,,IC50,,
CHEMBL545103,5.67,=,IC50,uM,2.15
CHEMBL553498,4.86,=,IC50,uM,13.7
CHEMBL545104,4.61,=,IC50,uM,24.5
CHEMBL544635,,=,IC50,uM,525.0
CHEMBL554452,8.05,=,IC50,uM,0.009
CHEMBL348490,,,IC50,,
CHEMBL555506,4.89,=,IC50,uM,12.9
CHEMBL2093016,,,IC50,,
CHEMBL1788255,5.70,=,IC50,uM,2.0
CHEMBL555919,5.60,=,IC50,uM,2.5
CHEMBL553599,5.75,=,IC50,uM,1.78
CHEMBL1788254,5.10,=,IC50,uM,7.9
CHEMBL544395,5.40,=,IC50,uM,3.96
CHEMBL545333,4.41,=,IC50,uM,38.6
CHEMBL1788299,4.50,=,IC50,uM,31.8
CHEMBL151236,4.45,=,IC50,uM,35.5
CHEMBL343673,4.48,=,IC50,uM,33.1
CHEMBL545801,6.07,=,IC50,uM,0.86
CHEMBL542506,,,IC50,,
CHEMBL422860,5.83,=,IC50,uM,1.48
CHEMBL147527,,=,IC50,uM,234.0
CHEMBL555773,6.28,=,IC50,uM,0.53
CHEMBL542018,4.75,=,IC50,uM,17.7
CHEMBL151387,5.49,=,IC50,uM,3.24
CHEMBL357492,4.10,=,IC50,uM,79.6
CHEMBL545331,5.16,=,IC50,uM,7.0
CHEMBL150638,6.07,=,IC50,uM,0.85
CHEMBL151923,4.47,=,IC50,uM,33.9
CHEMBL151922,4.72,=,IC50,uM,19.1
CHEMBL1788297,,=,IC50,uM,1200.0
CHEMBL151125,5.06,=,IC50,uM,8.67
CHEMBL542749,4.98,=,IC50,uM,10.5
CHEMBL544396,7.58,=,IC50,uM,0.026
CHEMBL1788306,4.94,=,IC50,uM,11.6
CHEMBL151225,,=,IC50,uM,204.0
CHEMBL1788315,,,IC50,,
CHEMBL356385,5.51,=,IC50,uM,3.06
CHEMBL148771,4.28,=,IC50,uM,52.4
CHEMBL147461,,,IC50,,
CHEMBL1788298,5.75,=,IC50,uM,1.8
CHEMBL1788300,,,IC50,,
CHEMBL347503,6.66,=,IC50,uM,0.22
CHEMBL543218,5.62,=,IC50,uM,2.38
CHEMBL542016,4.83,=,IC50,uM,14.9
CHEMBL147515,,,IC50,,
CHEMBL545566,4.72,=,IC50,uM,19.0
CHEMBL543217,6.52,=,IC50,uM,0.3
CHEMBL146873,5.79,=,IC50,uM,1.64
CHEMBL554179,7.28,=,IC50,uM,0.053
CHEMBL556147,6.29,=,IC50,uM,0.51
CHEMBL544398,7.89,=,IC50,uM,0.013
CHEMBL555641,6.12,=,IC50,uM,0.76
CHEMBL538071,6.34,=,IC50,uM,0.46
CHEMBL541363,,=,IC50,uM,439.0
CHEMBL540352,5.44,=,IC50,uM,3.6
CHEMBL2093015,5.65,=,IC50,uM,2.25
CHEMBL347527,6.55,=,IC50,uM,0.28
CHEMBL636,6.04,=,IC50,uM,0.92
CHEMBL542265,5.14,=,IC50,uM,7.3
CHEMBL543220,5.83,=,IC50,uM,1.48
CHEMBL2093014,4.46,=,IC50,uM,34.9
CHEMBL556161,4.36,=,IC50,uM,43.9
CHEMBL151368,6.80,=,IC50,uM,0.16
CHEMBL2093013,4.97,=,IC50,uM,10.8
CHEMBL541885,4.95,=,IC50,uM,11.3
CHEMBL147524,6.64,=,IC50,uM,0.23
CHEMBL147031,4.91,=,IC50,uM,12.2
CHEMBL544166,,>>,IC50,uM,1000.0
CHEMBL359288,5.41,=,IC50,uM,3.94
CHEMBL147358,,,IC50,,
CHEMBL357953,4.86,=,IC50,uM,13.9
CHEMBL146544,,,IC50,,
CHEMBL539571,4.14,=,IC50,uM,72.4
CHEMBL450931,4.81,=,IC50,uM,15.4
CHEMBL358026,6.27,=,IC50,uM,0.54
CHEMBL2093017,5.20,=,IC50,uM,6.3
CHEMBL148927,,,IC50,,
CHEMBL148879,5.44,=,IC50,uM,3.6
CHEMBL151194,5.11,=,IC50,uM,7.8
CHEMBL543216,6.26,=,IC50,uM,0.55
CHEMBL151388,5.21,=,IC50,uM,6.22
CHEMBL554056,4.75,=,IC50,uM,17.9
CHEMBL544165,4.59,=,IC50,uM,25.5
CHEMBL542981,4.34,=,IC50,uM,45.8
CHEMBL554453,5.54,=,IC50,uM,2.9
CHEMBL2093019,5.03,=,IC50,uM,9.3
CHEMBL545798,,>>,IC50,uM,1000.0
CHEMBL150819,,,IC50,,
CHEMBL1788296,5.21,=,IC50,uM,6.14
CHEMBL541620,,>,IC50,uM,500.0
CHEMBL147412,,,IC50,,
CHEMBL554055,,>,IC50,uM,1300.0
CHEMBL555592,4.84,=,IC50,uM,14.6
CHEMBL556028,4.80,=,IC50,uM,15.7
CHEMBL147033,5.39,=,IC50,uM,4.1
CHEMBL371428,,,IC50,,
CHEMBL151861,6.77,=,IC50,uM,0.17
CHEMBL545797,4.75,=,IC50,uM,17.9
CHEMBL148760,5.75,=,IC50,uM,1.8
CHEMBL297506,,,IC50,,
CHEMBL543215,4.38,=,IC50,uM,41.2
CHEMBL1788300,5.07,=,IC50,uM,8.5
CHEMBL545334,,>,IC50,uM,500.0
CHEMBL542266,5.67,=,IC50,uM,2.15
CHEMBL151883,4.52,=,IC50,uM,30.2
CHEMBL151559,4.78,=,IC50,uM,16.6
CHEMBL2093018,5.47,=,IC50,uM,3.4
CHEMBL2368067,4.52,=,Log IC50,,-4.52
CHEMBL267649,5.05,=,IC50,uM,9.0
CHEMBL13426,6.21,=,IC50,uM,0.61
CHEMBL418714,6.33,=,IC50,uM,0.47
CHEMBL60380,6.69,=,IC50,nM,206.0
CHEMBL136933,4.54,=,Log IC50,,-4.54
CHEMBL139630,5.28,=,Log IC50,,-5.28
CHEMBL136611,4.08,=,Log IC50,,-4.08
CHEMBL343780,5.15,=,Log IC50,,-5.15
CHEMBL64633,6.88,=,IC50,nM,133.0
CHEMBL12473,5.82,=,IC50,uM,1.5
CHEMBL94,6.89,=,IC50,nM,128.0
CHEMBL433041,6.96,=,IC50,nM,110.0
CHEMBL12941,5.60,=,IC50,uM,2.5
CHEMBL413765,7.70,=,IC50,nM,20.0
CHEMBL12781,6.75,=,IC50,uM,0.18
CHEMBL60379,6.77,=,IC50,nM,171.0
CHEMBL268499,6.13,=,IC50,uM,0.74
CHEMBL13206,7.13,=,IC50,uM,0.074
CHEMBL418712,6.34,=,IC50,uM,0.46
CHEMBL413039,,=,Log IC50,,-3.64
CHEMBL64529,6.84,=,IC50,nM,143.0
CHEMBL136135,4.86,=,Log IC50,,-4.86
CHEMBL13522,4.36,=,IC50,uM,44.0
CHEMBL94,7.37,=,IC50,uM,0.043
CHEMBL13214,4.32,=,IC50,uM,48.0
CHEMBL12937,6.68,=,IC50,uM,0.21
CHEMBL139424,4.80,=,Log IC50,,-4.8
CHEMBL343054,4.21,=,Log IC50,,-4.21
CHEMBL292421,6.77,=,IC50,nM,169.0
CHEMBL343365,4.11,=,Log IC50,,-4.11
CHEMBL335133,5.28,=,Log IC50,,-5.28
CHEMBL12858,6.54,=,IC50,uM,0.29
CHEMBL424100,5.21,=,Log IC50,,-5.21
CHEMBL13166,6.05,=,IC50,uM,0.9
CHEMBL13122,7.55,=,IC50,uM,0.028
CHEMBL137721,4.69,=,Log IC50,,-4.69
CHEMBL139685,5.21,=,Log IC50,,-5.21
CHEMBL342245,4.30,=,Log IC50,,-4.3
CHEMBL275537,6.48,=,IC50,uM,0.33
CHEMBL409854,4.71,=,Log IC50,,-4.71
CHEMBL95,6.75,=,IC50,uM,0.18
CHEMBL12547,5.89,=,IC50,uM,1.3
CHEMBL1790041,5.64,=,IC50,uM,2.3
CHEMBL344593,5.19,=,Log IC50,,-5.19
CHEMBL337494,4.48,=,Log IC50,,-4.48
CHEMBL13308,6.30,=,IC50,uM,0.5
CHEMBL344384,4.40,=,Log IC50,,-4.4
CHEMBL136251,5.11,=,Log IC50,,-5.11
CHEMBL136765,4.70,=,Log IC50,,-4.7
CHEMBL140241,4.31,=,Log IC50,,-4.31
CHEMBL137039,5.24,=,Log IC50,,-5.24
CHEMBL422098,4.16,=,Log IC50,,-4.16
CHEMBL434042,4.15,=,Log IC50,,-4.15
CHEMBL136052,4.30,=,Log IC50,,-4.3
CHEMBL413549,6.90,=,IC50,nM,125.0
CHEMBL12472,6.58,=,IC50,uM,0.26
CHEMBL421920,,=,Log IC50,,-3.74
CHEMBL136317,5.19,=,Log IC50,,-5.19
CHEMBL302168,6.80,=,IC50,nM,159.0
CHEMBL1202417,5.52,=,IC50,uM,3.0
CHEMBL61274,7.14,=,IC50,nM,72.0
CHEMBL136686,,=,Log IC50,,-3.6
CHEMBL342394,4.37,=,Log IC50,,-4.37
CHEMBL338755,9.52,=,IC50,nM,0.3
CHEMBL362444,7.57,=,IC50,nM,27.0
CHEMBL367795,7.09,=,IC50,nM,82.0
CHEMBL362049,7.89,=,IC50,nM,13.0
CHEMBL178132,5.41,=,IC50,nM,3860.0
CHEMBL94,7.55,=,IC50,nM,28.0
CHEMBL361409,7.03,=,IC50,nM,94.0
CHEMBL300143,8.00,=,IC50,nM,10.0
CHEMBL417915,6.12,=,IC50,nM,760.0
CHEMBL369554,6.44,=,IC50,nM,360.0
CHEMBL178770,7.64,=,IC50,nM,23.0
CHEMBL179320,5.58,=,IC50,nM,2650.0
CHEMBL362704,6.08,=,IC50,nM,830.0
CHEMBL178294,7.25,=,IC50,nM,56.0
CHEMBL178792,5.37,=,IC50,nM,4300.0
CHEMBL95,6.72,=,IC50,nM,190.0
CHEMBL502,7.66,=,IC50,nM,22.0
CHEMBL659,6.10,=,IC50,nM,800.0
CHEMBL636,5.38,=,IC50,nM,4150.0
CHEMBL74926,7.66,=,IC50,nM,22.0
CHEMBL539624,6.90,=,IC50,nM,125.0
CHEMBL433041,7.66,=,IC50,nM,22.0
CHEMBL1255901,7.33,=,IC50,nM,47.0
CHEMBL95,6.82,=,Ki,nM,151.0
CHEMBL95,6.37,=,IC50,nM,424.0
CHEMBL345124,5.15,=,Ki,nM,7140.0
CHEMBL345124,4.49,=,IC50,nM,32300.0
CHEMBL11805,6.98,=,Ki,nM,104.0
CHEMBL11805,6.77,=,IC50,nM,170.0
CHEMBL179455,8.83,=,Ki,nM,1.49
CHEMBL179455,8.81,=,IC50,nM,1.55
CHEMBL361165,6.05,=,Ki,nM,894.0
CHEMBL361165,6.02,=,IC50,nM,952.0
CHEMBL535812,9.09,=,IC50,nM,0.82
CHEMBL359719,5.60,=,IC50,uM,2.5
CHEMBL359719,5.64,=,Ki,M,0.0000023
CHEMBL359719,,=,Km,M,0.00002
CHEMBL183507,6.64,=,IC50,uM,0.23
CHEMBL424984,7.05,=,IC50,uM,0.09
CHEMBL183813,7.22,=,IC50,uM,0.06
CHEMBL367571,6.38,=,IC50,uM,0.42
CHEMBL95,7.05,=,IC50,uM,0.09
CHEMBL369772,,=,Ks,uM,2.3
CHEMBL369772,5.82,=,Ki,uM,1.5
CHEMBL369772,,=,k2,10e-3 1/s,7.5
CHEMBL369772,,=,k-2,10e-3 1/s,5.0
CHEMBL369772,,=,Ratio,,1.5
CHEMBL182596,,=,Ks,uM,2.2
CHEMBL182596,5.85,=,Ki,uM,1.4
CHEMBL182596,,=,k2,10e-3 1/s,8.1
CHEMBL182596,,=,k-2,10e-3 1/s,5.0
CHEMBL182596,,=,Ratio,,2.0
CHEMBL181445,,=,Ks,uM,0.88
CHEMBL181445,6.44,=,Ki,uM,0.36
CHEMBL181445,,=,k2,10e-3 1/s,7.2
CHEMBL181445,,=,k-2,10e-3 1/s,3.0
CHEMBL181445,,=,Ratio,,2.4
CHEMBL181435,,=,Ks,uM,0.52
CHEMBL181435,6.70,=,Ki,uM,0.2
CHEMBL181435,,=,k2,10e-3 1/s,7.6
CHEMBL181435,,=,k-2,10e-3 1/s,3.1
CHEMBL181435,,=,Ratio,,2.5
CHEMBL182696,,=,Ks,uM,0.65
CHEMBL182696,6.52,=,Ki,uM,0.3
CHEMBL182696,,=,k2,10e-3 1/s,8.1
CHEMBL182696,,=,k-2,10e-3 1/s,4.0
CHEMBL182696,,=,Ratio,,2.0
CHEMBL183394,,=,Ks,uM,0.45
CHEMBL183394,6.70,=,Ki,uM,0.2
CHEMBL183394,,=,k2,10e-3 1/s,5.3
CHEMBL183394,,=,k-2,10e-3 1/s,4.0
CHEMBL183394,,=,Ratio,,1.3
CHEMBL184316,,=,Ks,uM,0.37
CHEMBL184316,6.89,=,Ki,uM,0.13
CHEMBL184316,,=,k2,10e-3 1/s,6.1
CHEMBL184316,,=,k-2,10e-3 1/s,3.0
CHEMBL184316,,=,Ratio,,2.0
CHEMBL366931,,=,Ks,uM,2.9
CHEMBL366931,6.44,=,Ki,uM,0.36
CHEMBL366931,,=,k2,10e-3 1/s,2.8
CHEMBL366931,,=,k-2,10e-3 1/s,0.35
CHEMBL366931,,=,Ratio,,8.0
CHEMBL181867,,=,Ks,uM,1.4
CHEMBL181867,6.60,=,Ki,uM,0.25
CHEMBL181867,,=,k2,10e-3 1/s,3.4
CHEMBL181867,,=,k-2,10e-3 1/s,0.62
CHEMBL181867,,=,Ratio,,5.5
CHEMBL425165,,=,Ks,uM,0.39
CHEMBL425165,6.82,=,Ki,uM,0.15
CHEMBL425165,,=,k2,10e-3 1/s,4.2
CHEMBL425165,,=,k-2,10e-3 1/s,1.6
CHEMBL425165,,=,Ratio,,2.6
CHEMBL185000,,=,Ks,uM,0.37
CHEMBL185000,6.80,=,Ki,uM,0.16
CHEMBL185000,,=,k2,10e-3 1/s,4.6
CHEMBL185000,,=,k-2,10e-3 1/s,2.0
CHEMBL185000,,=,Ratio,,2.3
CHEMBL184946,,=,Ks,uM,0.36
CHEMBL184946,6.80,=,Ki,uM,0.16
CHEMBL184946,,=,k2,10e-3 1/s,5.0
CHEMBL184946,,=,k-2,10e-3 1/s,2.2
CHEMBL184946,,=,Ratio,,2.2
CHEMBL185164,,=,Ks,uM,0.36
CHEMBL185164,6.80,=,Ki,uM,0.16
CHEMBL185164,,=,k2,10e-3 1/s,5.4
CHEMBL185164,,=,k-2,10e-3 1/s,2.4
CHEMBL185164,,=,Ratio,,2.3
CHEMBL362685,,=,Ks,uM,0.34
CHEMBL362685,6.77,=,Ki,uM,0.17
CHEMBL362685,,=,k2,10e-3 1/s,6.1
CHEMBL362685,,=,k-2,10e-3 1/s,3.1
CHEMBL362685,,=,Ratio,,2.0
CHEMBL1161674,6.44,=,Log IC50,,-6.44
CHEMBL95,7.47,=,Log IC50,,-7.47
CHEMBL95,6.60,=,Log IC50,,-6.6
CHEMBL369661,7.16,=,Log IC50,,-7.16
CHEMBL292314,8.74,=,Log IC50,,-8.74
CHEMBL292314,8.00,=,Log IC50,,-8.0
CHEMBL62084,6.13,=,Log IC50,,-6.13
CHEMBL62084,6.26,=,Log IC50,,-6.26
CHEMBL134057,8.03,=,Log IC50,,-8.03
CHEMBL60119,7.00,=,Log IC50,,-7.0
CHEMBL62085,5.09,=,Log IC50,,-5.09
CHEMBL61715,7.55,=,Log IC50,,-7.55
CHEMBL59977,5.52,=,Log IC50,,-5.52
CHEMBL61533,7.06,=,Log IC50,,-7.06
CHEMBL1161714,7.54,=,Log IC50,,-7.54
CHEMBL61486,5.42,=,Log IC50,,-5.42
CHEMBL302842,6.46,=,Log IC50,,-6.46
CHEMBL61930,6.33,=,Log IC50,,-6.33
CHEMBL61929,5.28,=,Log IC50,,-5.28
CHEMBL1161715,6.79,=,Log IC50,,-6.79
CHEMBL431844,7.50,=,Log IC50,,-7.5
CHEMBL355740,7.07,=,Log IC50,,-7.07
CHEMBL352500,8.35,=,Log IC50,,-8.35
CHEMBL172118,5.96,=,Log IC50,,-5.96
CHEMBL368196,7.37,=,Log IC50,,-7.37
CHEMBL140476,9.49,=,Log IC50,,-9.49
CHEMBL341658,8.68,=,Log IC50,,-8.68
CHEMBL143812,9.49,=,Log IC50,,-9.49
CHEMBL1161719,5.43,=,Log IC50,,-5.43
CHEMBL1161720,5.82,=,Log IC50,,-5.82
CHEMBL1161717,6.80,=,Log IC50,,-6.8
CHEMBL1161718,6.30,=,Log IC50,,-6.3
CHEMBL1161716,5.77,=,Log IC50,,-5.77
CHEMBL165292,,<,Log IC50,,-4.0
CHEMBL350496,,<,Log IC50,,-4.0
CHEMBL132030,7.10,=,Log IC50,,-7.1
CHEMBL132260,6.58,=,Log IC50,,-6.58
CHEMBL132365,6.21,=,Log IC50,,-6.21
CHEMBL134240,5.00,=,Log IC50,,-5.0
CHEMBL133441,5.20,=,Log IC50,,-5.2
CHEMBL130373,4.38,=,Log IC50,,-4.38
CHEMBL92460,7.26,=,IC50,nM,55.0
CHEMBL92460,7.26,=,Log Ki,,-7.26
CHEMBL433379,8.11,=,IC50,nM,7.8
CHEMBL433379,8.11,=,Log Ki,,-8.11
CHEMBL188823,8.24,=,IC50,nM,5.8
CHEMBL188823,8.24,=,Log Ki,,-8.24
CHEMBL94186,8.14,=,IC50,nM,7.2
CHEMBL94186,8.14,=,Log Ki,,-8.14
CHEMBL93619,8.15,=,IC50,nM,7.1
CHEMBL93619,8.15,=,Log Ki,,-8.15
CHEMBL92736,8.55,=,IC50,nM,2.8
CHEMBL92736,8.55,=,Log Ki,,-8.55
CHEMBL92955,7.85,=,IC50,nM,14.0
CHEMBL92955,7.85,=,Log Ki,,-7.85
CHEMBL93936,9.10,=,IC50,nM,0.8
CHEMBL93936,9.10,=,Log Ki,,-9.1
CHEMBL420625,7.70,=,IC50,nM,20.0
CHEMBL420625,7.70,=,Log Ki,,-7.7
CHEMBL330004,7.30,=,IC50,nM,50.0
CHEMBL330004,7.30,=,Log Ki,,-7.3
CHEMBL92775,7.00,=,IC50,nM,101.0
CHEMBL92775,7.00,=,Log Ki,,-7.0
CHEMBL92663,8.06,=,IC50,nM,8.8
CHEMBL92663,8.06,=,Log Ki,,-8.06
CHEMBL93241,8.05,=,IC50,nM,9.0
CHEMBL93241,6.05,=,Log Ki,,-6.05
CHEMBL94059,5.58,=,IC50,nM,2600.0
CHEMBL94059,5.59,=,Log Ki,,-5.59
CHEMBL92629,6.50,=,IC50,nM,320.0
CHEMBL92629,6.49,=,Log Ki,,-6.49
CHEMBL328102,7.00,=,IC50,nM,99.0
CHEMBL328102,7.00,=,Log Ki,,-7.0
CHEMBL92142,6.66,=,IC50,nM,220.0
CHEMBL92142,6.66,=,Log Ki,,-6.66
CHEMBL92958,6.92,=,IC50,nM,120.0
CHEMBL92958,6.92,=,Log Ki,,-6.92
CHEMBL329231,9.24,=,IC50,nM,0.57
CHEMBL329231,9.24,=,Log Ki,,-9.24
CHEMBL328468,9.02,=,IC50,nM,0.95
CHEMBL328468,9.02,=,Log Ki,,-9.02
CHEMBL426441,9.32,=,IC50,nM,0.48
CHEMBL426441,9.32,=,Log Ki,,-9.32
CHEMBL95020,8.44,=,IC50,nM,3.6
CHEMBL95020,8.44,=,Log Ki,,-8.44
CHEMBL185799,6.60,=,IC50,nM,250.0
CHEMBL185799,6.60,=,Log Ki,,-6.6
CHEMBL186144,8.10,=,IC50,nM,8.0
CHEMBL186144,8.10,=,Log Ki,,-8.1
CHEMBL361869,7.37,=,IC50,nM,43.0
CHEMBL361869,7.37,=,Log Ki,,-7.37
CHEMBL189283,6.42,=,IC50,nM,380.0
CHEMBL189283,6.42,=,Log Ki,,-6.42
CHEMBL362711,6.96,=,IC50,nM,110.0
CHEMBL362711,6.96,=,Log Ki,,-6.96
CHEMBL185976,6.92,=,IC50,nM,120.0
CHEMBL185976,6.92,=,Log Ki,,-6.92
CHEMBL188325,6.28,=,IC50,nM,520.0
CHEMBL188325,6.28,=,Log Ki,,-6.28
CHEMBL187812,4.71,=,IC50,nM,19580.0
CHEMBL187812,4.71,=,Log Ki,,-4.71
CHEMBL191729,5.57,=,IC50,nM,2670.0
CHEMBL191729,5.57,=,Log Ki,,-5.57
CHEMBL364125,7.28,=,IC50,nM,53.0
CHEMBL364125,7.28,=,Log Ki,,-7.28
CHEMBL610243,7.50,=,IC50,nM,32.0
CHEMBL610243,7.49,=,Log Ki,,-7.49
CHEMBL372491,7.55,=,IC50,nM,28.0
CHEMBL372491,7.55,=,Log Ki,,-7.55
CHEMBL364585,7.10,=,IC50,nM,79.0
CHEMBL364585,7.10,=,Log Ki,,-7.1
CHEMBL188917,6.41,=,IC50,nM,390.0
CHEMBL188917,6.41,=,Log Ki,,-6.41
CHEMBL188338,6.00,=,IC50,nM,1000.0
CHEMBL188338,6.00,=,Log Ki,,-6.0
CHEMBL366114,6.05,=,IC50,nM,900.0
CHEMBL366114,6.05,=,Log Ki,,-6.05
