molecule_chembl_id,smiles,relation,value_nM,activity_type
CHEMBL2071610,N#Cc1ccc2nc(Nc3ccc(-c4cccnc4F)cc3)[nH]c2c1,=,24.2,inactive
CHEMBL2071612,CC(C)(C)c1ccc(Nc2nc3ccc(C#N)cc3[nH]2)cc1,=,44.5,inactive
CHEMBL2071613,Cc1ccc(Nc2nc3ccc(C#N)cc3[nH]2)cc1,=,30.1,inactive
CHEMBL2071614,CC(C)(O)c1ccc(Nc2nc3ccc(C#N)cc3[nH]2)cc1,=,60.0,inactive
CHEMBL2158866,CCN(CC)S(=O)(=O)c1cc(Nc2nccc(-c3ccnc(-c4ccc(NC(=O)NC)cc4)c3)n2)ccc1Cl,=,330.0,inactive
CHEMBL2163999,N[C@H]1CC[C@H](Nc2cc(Nc3ccc(F)c(Cl)c3)n3nccc3n2)CC1,=,23.0,inactive
CHEMBL1802358,O=C1NC(Nc2ccccc2)=N/C1=C\c1ccc2c(c1)OCO2,=,0.38,inactive
CHEMBL2180882,COc1cc(C2=C(c3c[nH]c4cnccc34)C(=O)NC2=O)cc(OC)c1OC,=,9.0,active
CHEMBL2203565,COc1cnc(COc2cc(F)c(F)cc2C)cc1-c1cc2c([nH]1)CCNC2=O,=,38.1,inactive
CHEMBL2203564,COc1cnc(COc2ccc(F)cc2C)cc1-c1cc2c([nH]1)CCNC2=O,=,53.3,inactive
CHEMBL2203563,COc1cnc(COc2ccc(F)c(F)c2)cc1-c1cc2c([nH]1)CCNC2=O,=,10.8,inactive
CHEMBL2203562,COc1cnc(COc2ccc(F)cc2F)cc1-c1cc2c([nH]1)CCNC2=O,=,4.0,inactive
CHEMBL2203561,COc1cnc(COc2ccc(F)cc2)cc1-c1cc2c([nH]1)CCNC2=O,=,7.83,inactive
CHEMBL2203559,COc1cnc(COc2ccc(F)cc2)nc1-c1cc2c([nH]1)CCNC2=O,=,1.12,inactive
CHEMBL2203556,COc1cnc(Nc2ccccc2)nc1-c1cc2c([nH]1)CCNC2=O,=,0.016,active
CHEMBL2203554,COc1cnc(CCc2ccc(F)cc2)nc1-c1cc2c([nH]1)CCNC2=O,=,25.6,inactive
CHEMBL2203553,COc1cnc(/C=C/c2ccc(F)cc2)nc1-c1cc2c([nH]1)CCNC2=O,=,1.22,inactive
CHEMBL2203552,COc1cnc(-c2cnc3ccccc3c2)nc1-c1cc2c([nH]1)CCNC2=O,=,1.491,active
CHEMBL2207940,O=C1CC(c2ccccc2)Sc2ccccc2N1Cc1ccccc1[N+](=O)[O-],=,25.0,inactive
CHEMBL2207939,O=C1CC(c2ccco2)Sc2ccccc2N1Cc1cccc(Cl)c1,=,27.0,inactive
CHEMBL2207938,O=C1CC(c2ccco2)Sc2ccccc2N1Cc1ccccc1,=,77.2,inactive
CHEMBL2207946,O=C1CC(c2cccs2)Sc2ccccc2N1Cc1ccccc1,=,47.5,inactive
CHEMBL2207943,CN1C(=O)CC(c2cccs2)Sc2ccccc21,=,480.0,inactive
CHEMBL2207942,O=C1CC(c2cccs2)Sc2ccccc2N1,=,830.0,inactive
CHEMBL2207941,CCCCCCCCCCCCCC(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)N1CCC[C@H]1C(=O)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](COP(=O)(O)O)C(=O)N1CCC[C@@H]1C(=O)O,=,40.0,inactive
CHEMBL451532,C[C@@H]1O[C@@H](O[C@H]2[C@H](Oc3cc(O)c4c(c3)O[C@H](c3ccc(O)cc3)CC4=O)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,=,100.0,inactive
CHEMBL449317,COc1ccc([C@@H]2CC(=O)c3c(O)cc(O[C@@H]4O[C@H](CO[C@@H]5O[C@@H](C)[C@H](O)[C@@H](O)[C@H]5O)[C@@H](O)[C@H](O)[C@H]4O)cc3O2)cc1O,=,100.0,inactive
CHEMBL9352,O=C1C[C@@H](c2ccc(O)cc2)Oc2cc(O)cc(O)c21,=,45.7,inactive
CHEMBL399121,COc1ccc([C@@H]2CC(=O)c3c(O)cc(O)cc3O2)cc1O,=,26.9,inactive
CHEMBL28,O=c1cc(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,=,1.9,inactive
CHEMBL50,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,=,2.0,inactive
CHEMBL151,O=c1cc(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,=,1.5,inactive
CHEMBL483842,CC1=C(O)/C(=C/[C@H](C)CC/C=C(/C)CCCc2coc(Cc3ccoc3)c2)OC1=O,=,2.3,inactive
CHEMBL483841,CC1=C(O)/C(=C/[C@H](C)CCC/C(C)=C/CCc2coc(Cc3ccoc3)c2)OC1=O,=,0.8,inactive
CHEMBL464381,CC1=C(O)[C@@H](C/C(C)=C/CCC(C)/C=C/C=C(\C)CCCc2ccoc2)OC1=O,=,1.9,inactive
CHEMBL218301,CCCCCCCCCC(=O)OC[C@H](O)[C@H]1OC(=O)C(O)=C1O,=,6.1,inactive
CHEMBL2314101,N#Cc1cccc(C(=O)c2sc3nc(N)c(C#N)c(-c4ccccc4Cl)c3c2N)c1,=,8.1,inactive
CHEMBL2313853,N#Cc1c(N)nc2sc(C(=O)c3cccc(Cl)c3)c(N)c2c1-c1ccccc1Cl,=,3.3,inactive
CHEMBL2313850,N#Cc1c(N)nc2sc(C(=O)c3cccc(Cl)c3)c(N)c2c1-c1ccccc1Br,=,4.0,inactive
CHEMBL2313844,N#Cc1c(N)nc2sc(C(=O)c3cccc(Cl)c3)c(N)c2c1-c1ccccc1I,=,50.0,inactive
CHEMBL2312290,COc1ccc(CCNc2ncc(C(=O)NCCCN3CCCC3=O)c(NC3CCCC3)n2)cc1OC,=,1.68,inactive
CHEMBL2312654,Cc1cc(-c2cnc(Nc3cc(Cl)cc(Cl)c3)nc2NC2CCC(N(C)C)CC2)on1,=,7.74,inactive
CHEMBL2312652,CN1CCC(NC(=O)c2cnc(Nc3cc(Cl)cc(Cl)c3)nc2N[C@@H]2COC[C@H]2O)CC1,=,30.0,inactive
CHEMBL2312649,CN1CCC(NC(=O)c2cnc(Nc3cc(Cl)cc(Cl)c3)nc2NC2CCC(N(C)C)CC2)CC1,=,30.0,inactive
CHEMBL2312646,CN1CCC(NC(=O)c2cnc(NCc3cc(Cl)ccc3Cl)nc2NC2CCCC2)CC1,=,30.0,inactive
CHEMBL2312645,COc1ccccc1CNc1ncc(C(=O)NC2CCN(C)CC2)c(NC2CCCC2)n1,=,30.0,inactive
CHEMBL2334798,O=C1CC(c2ccc(Br)cc2)Sc2ccccc2N1Cc1ccccc1[N+](=O)[O-],=,67.8,inactive
CHEMBL2334796,O=C1CC(c2ccc(F)cc2)Sc2ccccc2N1Cc1ccccc1[N+](=O)[O-],=,81.5,inactive
CHEMBL2334795,O=C1CC(Cc2ccccc2)Sc2ccccc2N1Cc1ccccc1[N+](=O)[O-],=,23.0,inactive
CHEMBL2334794,O=C(CN1C(=O)CC(c2ccccc2)Sc2ccccc21)c1cccc(Cl)c1,=,37.8,inactive
CHEMBL2334793,COC(=O)c1cccc(CN2C(=O)CC(c3ccccc3)Sc3ccccc32)c1,=,27.8,inactive
CHEMBL2334791,COc1ccc(CN2C(=O)CC(c3ccccc3)Sc3ccccc32)cc1,=,73.7,inactive
CHEMBL2334790,Cc1ccccc1CN1C(=O)CC(c2ccccc2)Sc2ccccc21,=,76.1,inactive
CHEMBL2334789,O=C1CC(c2ccccc2)Sc2ccccc2N1Cc1ccccc1Br,=,73.9,inactive
CHEMBL2334786,O=C1CC(c2ccccc2)Sc2ccccc2N1Cc1ccccc1,=,42.7,inactive
CHEMBL2334799,CCCCCCCCCCCCCC(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)N1CCC[C@H]1C(=O)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCP(=O)(O)O)C(=O)N1CCC[C@@H]1C(=O)O,=,40.0,inactive
CHEMBL2347053,O=C1Nc2ccccc2/C1=C/c1c[nH]nc1-c1ccccc1[N+](=O)[O-],=,13.0,active
CHEMBL2386094,O=C1NC(=O)C(c2cn3c4c(cc(F)cc24)CN(C(=O)N2CCOCC2)CC3)=C1c1coc2ccccc12,=,0.013,active
CHEMBL2386093,O=C1NC(=O)C(c2cn3c4c(cc(F)cc24)CN(C(=O)N2CCC(N4CCCCC4)CC2)CC3)=C1c1coc2ccccc12,=,0.53,active
CHEMBL2386092,O=C1NC(=O)C(c2cn3c4c(cc(F)cc24)CN(C(=O)N2CCCCC2)CC3)=C1c1coc2ccccc12,=,1.9,active
CHEMBL2386091,O=C1NC(=O)C(c2cn3c4c(cccc24)CN(C(=O)Cc2ccncc2)CC3)=C1c1coc2ccccc12,=,0.59,active
CHEMBL2386090,O=C1NC(=O)C(c2cn3c4c(cccc24)CN(C(=O)c2cnccn2)CC3)=C1c1coc2ccccc12,=,0.2,active
CHEMBL2386089,O=C1NC(=O)C(c2cn3c4c(cc(Br)cc24)CNCC3)=C1c1coc2ccccc12,=,11.5,active
CHEMBL2386088,O=C1NC(=O)C(c2cn3c4c(cc(F)cc24)CNCC3)=C1c1coc2ccccc12,=,3.7,active
CHEMBL368248,O=C1NC(=O)C(c2cn3c4c(cccc24)CNCC3)=C1c1coc2ccccc12,=,4.2,active
CHEMBL2386273,COCCc1cccc2c(C3=C(c4coc5ccccc45)C(=O)NC3=O)cn(C)c12,=,11.2,active
CHEMBL2386272,Cn1cc(C2=C(c3cnc4ccccn34)C(=O)NC2=O)c2cc(Br)ccc21,=,0.87,active
CHEMBL2386112,Cn1cc(C2=C(c3cnc4ccccn34)C(=O)NC2=O)c2cc3c(cc21)OCO3,=,5.3,active
CHEMBL2386108,Cn1cc(C2=C(c3coc4ccccc34)C(=O)NC2=O)c2cccnc21,=,17.6,active
CHEMBL2386107,COCCn1cc(C2=C(c3coc4ccccc34)C(=O)NC2=O)c2cc(Br)cnc21,=,25.2,active
CHEMBL2386106,Cn1cc(C2=C(c3coc4ccccc34)C(=O)NC2=O)c2cc(Br)cnc21,=,5.3,active
CHEMBL2386102,COCCn1cc(C2=C(c3coc4ccccc34)C(=O)NC2=O)c2ccccc21,=,19.8,active
CHEMBL2386100,CNCCCn1cc(C2=C(c3coc4ccccc34)C(=O)NC2=O)c2cc(Br)ccc21,=,404.0,inactive
CHEMBL2386097,O=C1NC(=O)C(c2cn(CCCO)c3ccc(F)cc23)=C1c1coc2ccccc12,=,15.0,active
CHEMBL2386096,O=C1NC(=O)C(c2cn(CCO)c3ccc(F)cc23)=C1c1coc2ccccc12,=,4.8,active
CHEMBL2386095,O=C1NC(=O)C(c2cn(CCO)c3ccc(Br)cc23)=C1c1coc2ccccc12,=,21.4,active
CHEMBL2391127,N#Cc1ccc(-c2ccc(CSc3nnc(-c4ccc5c(c4)OCCO5)o3)cc2)cc1,=,1.995,inactive
CHEMBL2391124,Fc1cc(F)cc(-c2ccc(CSc3nnc(-c4ccc5c(c4)OCCO5)o3)cc2)c1,=,0.966,inactive
CHEMBL2391121,N#Cc1cccc(-c2ccc(CSc3nnc(-c4ccc5c(c4)OCO5)o3)cc2)c1,=,0.029,active
CHEMBL2391122,O=[N+]([O-])c1ccccc1-c1ccc(CSc2nnc(-c3ccc4c(c3)OCO4)o2)cc1,=,0.027,active
CHEMBL2391101,CC(=O)Nc1cc(-c2nnc(SCc3cccc(C#N)c3)o2)ccn1,=,0.019,active
CHEMBL2391102,CC(=O)Nc1cc(-c2nnc(SCc3ccc(-c4ccccc4C#N)cc3)o2)ccn1,=,0.017,active
CHEMBL2391118,COc1ccc(-c2ccc(CSc3nnc(-c4ccc5c(c4)OCO5)o3)cc2)c(C#N)c1,=,0.014,active
CHEMBL2409175,CC(=O)Nc1cc(Nc2cc(NC3CC3)n3ncc(C#N)c3n2)ccc1C,=,2.6,inactive
CHEMBL2420911,c1nc(N2CCC3(CCCNC3)CC2)c2nc[nH]c2n1,=,55.0,inactive
CHEMBL2420909,c1nc(N2CCC3(CCCCN3)CC2)c2nc[nH]c2n1,=,138.0,inactive
CHEMBL2435289,Cn1cc(-c2nc(-c3cn(C)c4ncccc34)cs2)c2cc(F)ccc21,=,35.68,inactive
CHEMBL2435287,Cn1cc(-c2csc(-c3c[nH]c4ccccc34)n2)c2cccnc21,=,40.18,inactive
CHEMBL2435286,Cn1cc(-c2nc(-c3c[nH]c4ncccc34)cs2)c2cc(F)ccc21,=,42.18,inactive
CHEMBL3093034,Cn1c(NCC(=O)c2cccc(C#N)c2)nc(-c2ccncc2)cc1=O,=,13.0,active
CHEMBL3093032,Cn1c(NCC(=O)c2cccc(Cl)c2)nc(-c2ccncc2)cc1=O,=,13.0,active
CHEMBL3093054,Cn1c(NCC(=O)c2cccc(F)c2)nc(-c2ccncc2)cc1=O,=,25.0,active
CHEMBL3093053,Cn1c(NCC(=O)c2ccccc2F)nc(-c2ccncc2)cc1=O,=,27.0,active
CHEMBL3091545,Cn1c(NCC(=O)c2ccccc2)nc(-c2ccncc2)cc1=O,=,8.9,active
CHEMBL3093050,Cn1c(NCC(O)c2ccccc2)nc(-c2ccncc2)cc1=O,=,23.0,active
CHEMBL3093046,O=c1cc(-c2ccncc2)nc(CCCc2ccccc2)n1Cc1ccccc1,=,2200.0,inactive
CHEMBL3093045,CCCn1c(CCCc2ccccc2)nc(-c2ccncc2)cc1=O,=,9800.0,inactive
CHEMBL3093044,CCn1c(CCCc2ccccc2)nc(-c2ccncc2)cc1=O,=,1900.0,inactive
CHEMBL3093042,O=c1cc(-c2ccncc2)nc(CCCc2ccccc2)[nH]1,=,500.0,inactive
CHEMBL3093041,O=c1cc(-c2ccncc2)nc(CCc2ccccc2)[nH]1,=,8900.0,inactive
CHEMBL3093040,O=c1cc(-c2ccncc2)nc(Cc2ccccc2)[nH]1,=,1300.0,inactive
CHEMBL3093039,O=c1cc(-c2ccncc2)nc(-c2ccccc2)[nH]1,=,1800.0,inactive
CHEMBL3093038,CC(C)Cc1nc(-c2ccncc2)cc(=O)[nH]1,=,2400.0,inactive
CHEMBL3093037,CC(C)c1nc(-c2ccncc2)cc(=O)[nH]1,=,2100.0,inactive
CHEMBL3093036,CCCCc1nc(-c2ccncc2)cc(=O)[nH]1,=,1300.0,inactive
CHEMBL3093035,Cc1nc(-c2ccncc2)cc(=O)[nH]1,=,3000.0,inactive
CHEMBL3091544,Cn1c(N2CCO[C@@H](c3c(F)cccc3Cl)C2)nc(-c2ccncn2)cc1=O,=,0.64,active
CHEMBL3091543,Cn1c(N2CCO[C@@H](c3ccc(C#N)cc3F)C2)nc(-c2ccncn2)cc1=O,=,6.5,active
CHEMBL3091542,COc1cccc(OC)c1[C@H]1CN(c2nc(-c3ccncn3)cc(=O)n2C)CCO1,=,0.23,active
CHEMBL3091541,COc1cc(F)ccc1[C@H]1CN(c2nc(-c3ccncn3)cc(=O)n2C)CCO1,=,0.47,active
CHEMBL3091540,COc1ccccc1[C@H]1CN(c2nc(-c3ccncn3)cc(=O)n2C)CCO1,=,0.87,active
CHEMBL3091539,Cn1c(N2CCO[C@@H](c3ccccc3F)C2)nc(-c2ccncn2)cc1=O,=,3.2,active
CHEMBL3091464,COc1cccc([C@H]2CN(c3nc(-c4ccncn4)cc(=O)n3C)CCO2)c1,=,4.6,active
CHEMBL3091538,COc1ccc([C@H]2CN(c3nc(-c4ccncn4)cc(=O)n3C)CCO2)cc1,=,2.9,active
CHEMBL3091537,Cn1c(N2CCO[C@@H](c3ccc(C#N)cc3)C2)nc(-c2ccncn2)cc1=O,=,13.0,active
CHEMBL3091536,Cn1c(N2CCO[C@@H](c3ccc(F)cc3)C2)nc(-c2ccncn2)cc1=O,=,12.0,active
CHEMBL3091535,Cn1c(N2CCO[C@@H](c3ccc(F)cc3)C2)nc(-c2ccnc(Cl)c2)cc1=O,=,903.0,inactive
CHEMBL3091534,COc1cnccc1-c1cc(=O)n(C)c(N2CCO[C@@H](c3ccc(F)cc3)C2)n1,=,791.0,inactive
CHEMBL3091533,Cc1cnccc1-c1cc(=O)n(C)c(N2CCO[C@@H](c3ccc(F)cc3)C2)n1,=,2466.0,inactive
CHEMBL3091532,Cn1c(N2CCO[C@@H](c3ccc(F)cc3)C2)nc(-c2ccncc2Cl)cc1=O,=,430.0,inactive
CHEMBL3091531,Cn1c(N2CCO[C@@H](c3ccc(F)cc3)C2)nc(-c2ccncc2F)cc1=O,=,7.4,active
CHEMBL3091529,Cn1c(N2CCO[C@@H](c3ccc(F)cc3)C2)nc(-c2ccncc2)cc1=O,=,22.0,active
CHEMBL3091547,Cn1c(N2CCOC(c3ccc(F)cc3)C2)nc(-c2ccncc2)cc1=O,=,27.0,active
CHEMBL3099840,O=C1NC(=O)C(c2nn(CCCN3CCOCC3)c3ncccc23)=C1c1c[nH]c2ccccc12,=,0.83,inactive
CHEMBL3099839,O=C1NC(=O)C(c2nn(CCCN3CCOCC3)c3ncccc23)=C1c1cn(CCCn2ccnc2)c2ccccc12,=,0.68,inactive
CHEMBL3099838,O=C1NC(=O)C(c2nn(CCCN3CCOCC3)c3ncccc23)=C1c1cn(CCCN2CCOCC2)c2ccccc12,=,1.29,inactive
CHEMBL3099837,C=CCn1cc(C2=C(c3nn(CCCN4CCOCC4)c4ncccc34)C(=O)NC2=O)c2ccccc21,=,0.96,inactive
CHEMBL3099836,O=C1NC(=O)C(c2nn(CCCN3CCOCC3)c3ncccc23)=C1c1cn(Cc2ccccc2)c2ccccc12,=,1.9,inactive
CHEMBL3099835,CC(C)n1cc(C2=C(c3nn(CCCN4CCOCC4)c4ncccc34)C(=O)NC2=O)c2ccccc21,=,0.38,inactive
CHEMBL3099834,C=Cn1cc(C2=C(c3nn(CCCN4CCOCC4)c4ncccc34)C(=O)NC2=O)c2ccccc21,=,8.84,inactive
CHEMBL3099833,Cn1cc(C2=C(c3nn(CCCCN4CCOCC4)c4ncccc34)C(=O)NC2=O)c2ccccc21,=,0.46,inactive
CHEMBL3099832,Cn1cc(C2=C(c3nn(CCN4CCOCC4)c4ncccc34)C(=O)NC2=O)c2ccccc21,=,0.36,inactive
CHEMBL563685,Cn1cc(C2=C(c3nn(CCCCn4ccnc4)c4ncccc34)C(=O)NC2=O)c2ccccc21,=,0.96,inactive
CHEMBL563560,Cn1cc(C2=C(c3nn(CCn4ccnc4)c4ncccc34)C(=O)NC2=O)c2ccccc21,=,0.81,inactive
CHEMBL564091,CN(C)CCCn1nc(C2=C(c3cn(C)c4ccccc34)C(=O)NC2=O)c2cccnc21,=,5.69,inactive
CHEMBL550052,Cn1cc(C2=C(c3nn(CCCn4ccnc4)c4ncccc34)C(=O)NC2=O)c2ccccc21,=,4.89,inactive
CHEMBL3099842,O=C1NC(=O)C(c2n[nH]c3ncccc23)=C1c1c[nH]c2ccccc12,=,7.31,inactive
CHEMBL564815,Cn1cc(C2=C(c3n[nH]c4ncccc34)C(=O)NC2=O)c2ccccc21,=,12.27,inactive
CHEMBL562709,CN1CCN(CCCn2nc(C3=C(c4cn(C)c5ccccc45)C(=O)NC3=O)c3cccnc32)CC1,=,3.34,inactive
CHEMBL563121,Cn1cc(C2=C(c3nn(CCCN4CCCCC4)c4ncccc34)C(=O)NC2=O)c2ccccc21,=,2.66,inactive
CHEMBL560585,Cn1cc(C2=C(c3nn(CCCO)c4ncccc34)C(=O)NC2=O)c2ccccc21,=,1.09,inactive
CHEMBL3110143,Cc1nn(-c2ccccc2Cl)c2c1c1c(c3cccn32)C(=O)NC1=O,=,0.94,inactive
CHEMBL3110142,Cc1ccccc1-n1nc(C)c2c3c(c4cccn4c21)C(=O)NC3=O,=,0.44,inactive
CHEMBL3110140,Cc1nn(-c2ccccc2)c2c1c1c(c3cccn32)C(=O)NC1=O,=,0.69,inactive
CHEMBL3110139,COc1ccccc1-n1ncc2c3c(c4cccn4c21)C(=O)NC3=O,=,1.0,inactive
CHEMBL3110138,Cc1ccccc1-n1ncc2c3c(c4cccn4c21)C(=O)NC3=O,=,1.21,inactive
CHEMBL3110135,O=C1NC(=O)c2c1c1cnn(-c3ccccc3Cl)c1n1cccc21,=,0.81,inactive
CHEMBL3110134,O=C1NC(=O)c2c1c1cnn(-c3ccccc3)c1n1cccc21,=,1.69,inactive
CHEMBL3125370,O=C1Nc2cc(Br)ccc2/C1=c1/[nH]c2ccccc2/c1=C\O,=,5.0,active
CHEMBL3218297,CS(=O)(=O)O.O=C(NCc1cccc(O)c1)Nc1nc(-c2ccncc2)cs1,=,7.77,active
CHEMBL3298402,CC(C)(C)CNC(=O)CC1CNC(=O)c2cc(-c3ccncc3)cn21,=,4.608,inactive
CHEMBL3298823,O=C(CC1CNC(=O)c2cc(-c3cn[nH]c3)cn21)NCc1cccc(F)c1,=,0.386,inactive
CHEMBL3361128,O=C1/C(=C\c2ccc(O)c(O)c2)Oc2ccccc21,=,2.63,inactive
CHEMBL3358802,CCCCCCCCCCCC(=O)NNC(=O)C1Sc2ccccc2N(CC)C1=O,=,8.0,inactive
CHEMBL3358803,CCCCCCCCCCCC(=O)NNC(=O)C1Sc2ccccc2N(Cc2ccccc2)C1=O,=,10.0,inactive
CHEMBL3358804,CCCCCCCCCCCCCC(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)N1CCC[C@H]1C(=O)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](COP(=O)(O)O)C(=O)N1CCC[C@H]1C(N)=O,=,40.0,inactive
CHEMBL3311235,COc1cc(NCc2ccc(O)cc2)c2nccc(C)c2c1Oc1cccc(C(F)(F)F)c1,=,240.0,inactive
CHEMBL3311239,COc1cc(NCc2cccc3cccnc23)c2nccc(C)c2c1Oc1cccc(C(F)(F)F)c1,=,400.0,inactive
CHEMBL3311242,Cc1ccnc2c(NCc3ccc(O)cc3)cc(O)c(Oc3cccc(C(F)(F)F)c3)c12,=,750.0,inactive
CHEMBL3360318,COc1ccc(-c2cccc3nc(NC(=O)C4CC4)nn23)cc1,=,7114.0,inactive
CHEMBL3398202,CC(C)n1cc(C2=C(c3nnc4ccccn34)C(=O)NC2=O)c2ccccc21,=,13.0,active
CHEMBL3398199,COc1ccc2c(c1)c(C1=C(c3nnc4ccccn34)C(=O)NC1=O)cn2C,=,941.8,inactive
CHEMBL3398198,Cn1cc(C2=C(c3nnc4ccccn34)C(=O)NC2=O)c2ccc(Br)cc21,=,327.4,inactive
CHEMBL3398190,O=C1NC(=O)C(c2nnc3ccccn23)=C1c1c[nH]c2ccccc12,=,477.2,inactive
CHEMBL3401115,CC(C)C1CN(c2nc(-c3ccncc3F)cc(=O)n2C)CCO1,=,17.0,active
CHEMBL3401116,CCCCC1CN(c2nc(-c3ccncc3F)cc(=O)n2C)CCO1,=,12.0,active
CHEMBL3401117,Cn1c(N2CCOC(C3CCC3)C2)nc(-c2ccncc2F)cc1=O,=,12.0,active
CHEMBL3401118,C[C@@H]1COCCN1c1nc(-c2ccncc2F)cc(=O)n1C,=,7.0,active
CHEMBL3401119,CC[C@@H]1COCCN1c1nc(-c2ccncc2F)cc(=O)n1C,=,19.0,active
CHEMBL3401120,CC(C)[C@@H]1COCCN1c1nc(-c2ccncc2F)cc(=O)n1C,=,14.0,active
CHEMBL3401121,C[C@H]1COCCN1c1nc(-c2ccncc2F)cc(=O)n1C,=,23.0,active
CHEMBL3401122,CC[C@H]1COCCN1c1nc(-c2ccncc2F)cc(=O)n1C,=,30.0,active
CHEMBL3401123,C[C@@H]1CN(c2nc(-c3ccncc3F)cc(=O)n2C)[C@H](C)CO1,=,453.0,inactive
CHEMBL3401125,C[C@@H]1OCCN(c2nc(-c3ccncc3F)cc(=O)n2C)[C@@H]1C,=,16.0,active
CHEMBL3401126,C[C@@H]1OCCN(c2nc(-c3ccncc3F)cc(=O)n2C)[C@H]1C,=,19.0,active
CHEMBL3401127,C[C@H]1OCCN(c2nc(-c3ccncc3F)cc(=O)n2C)[C@@H]1C,=,4.9,active
CHEMBL3401128,CC1N(c2nc(-c3ccncc3F)cc(=O)n2C)CCOC1(C)C,=,9.7,active
CHEMBL3401129,Cn1c(N2CCO[C@@H]3CCC[C@H]32)nc(-c2ccncc2F)cc1=O,=,4.2,active
CHEMBL3401131,Cn1c(N2CCO[C@@H]3CCCC[C@H]32)nc(-c2ccncc2F)cc1=O,=,3.7,active
CHEMBL3401132,Cn1c(N2CCO[C@@H]3COC[C@H]32)nc(-c2ccncc2F)cc1=O,=,3.1,active
CHEMBL3410111,CC(C)Oc1nc(-c2ccnc(NC(=O)C3CC3)c2)ncc1C(N)=O,=,0.83,active
CHEMBL3410110,COc1nc(-c2ccnc(NC(=O)C3CC3)c2)ncc1C(N)=O,=,5.9,active
CHEMBL3410109,NC(=O)c1cnc(-c2ccnc(NC(=O)C3CC3)c2)cn1,=,30.0,active
CHEMBL3410108,Cn1nc(C(N)=O)cc1-c1ccnc(NC(=O)C2CC2)c1,=,24.0,active
CHEMBL3410107,CC(C)Oc1cc(-c2ccnc(NC(=O)C3CC3)c2)ncc1C(N)=O,=,4.4,active
CHEMBL3410106,NC(=O)c1cnc(-c2ccnc(NC(=O)C3CC3)c2)cc1OCC(F)(F)F,=,6.8,active
CHEMBL3410105,COc1cc(-c2ccnc(NC(=O)C3CC3)c2)ncc1C(N)=O,=,22.0,active
CHEMBL3410104,COc1cc(-c2ccnc(NC(=O)C3CC3)c2)cnc1C(N)=O,=,7.0,active
CHEMBL3410102,O=C(Nc1cc(-c2ccc3ccccc3c2)ccn1)C1CC1,=,610.0,inactive
CHEMBL3410101,O=C(Nc1cc(-c2ccc3ncccc3c2)ccn1)C1CC1,=,7.5,active
CHEMBL3410098,O=C1CCCc2cc(-c3ccnc(NC(=O)C4CC4)c3)ccc2N1,=,730.0,inactive
CHEMBL3410097,O=C1NCCOc2cc(-c3ccnc(NC(=O)C4CC4)c3)ccc21,=,4.7,active
CHEMBL3410096,O=C1NCCCc2cc(-c3ccnc(NC(=O)C4CC4)c3)ccc21,=,2.4,active
CHEMBL3410095,O=C1NCc2cc(-c3ccnc(NC(=O)C4CC4)c3)ccc21,=,11.0,active
CHEMBL3410094,O=C1NCCc2cc(-c3ccnc(NC(=O)C4CC4)c3)ccc21,=,2.4,active
CHEMBL3410093,COc1sc(-c2ccnc(NC(=O)C3CC3)c2)nc1C(N)=O,=,30.0,active
CHEMBL3410092,NC(=O)c1sc(-c2ccnc(NC(=O)C3CC3)c2)nc1OC1CCC1,=,0.37,active
CHEMBL3410091,NC(=O)c1sc(-c2ccnc(NC(=O)C3CC3)c2)nc1OCC1CC1,=,0.29,active
CHEMBL3410090,CC(C)Oc1nc(-c2ccnc(NC(=O)C3CC3)c2)sc1C(N)=O,=,0.45,active
CHEMBL3410089,COc1nc(-c2ccnc(NC(=O)C3CC3)c2)sc1C(N)=O,=,1.1,active
CHEMBL3410087,NC(=O)c1cnc(-c2ccnc(NC(=O)C3CC3)c2)s1,=,13.0,active
CHEMBL444160,O=c1ccc2nccc3c4ccc(O)cc4n1c23,=,6.8,inactive
CHEMBL1774404,CC(=O)O[C@@H]1C[C@H]2C(C)(C)C(=O)C=C[C@]2(C)[C@H]2CC[C@]3(C)C(=CC[C@H]3[C@H]3COC(=O)C3)[C@]12C,=,3.0,inactive
